class,tel,filt,night,exposure,imageid
0,4,o,a60022o0775,02277,04a60022o0775o
0,3,o,a60031o0170,03082,03a60031o0170o
0,4,c,a59879o0276,00963,04a59879o0276c
0,1,o,a59295o0552,02594,01a59295o0552o
0,2,o,a60024o0524,02313,02a60024o0524o
0,1,o,a59030o0415,04416,01a59030o0415o
0,3,c,a59849o0812,01591,03a59849o0812c
0,4,c,a60058o0769,03038,04a60058o0769c
0,2,o,a59916o0455,06158,02a59916o0455o
0,2,o,a59893o0319,00905,02a59893o0319o
0,3,c,a60025o0709,01917,03a60025o0709c
0,2,o,a57907o0432,17502,02a57907o0432o
0,2,o,a59913o0475,09615,02a59913o0475o
0,2,c,a59882o0623,03735,02a59882o0623c
0,1,o,a59870o0034,00473,01a59870o0034o
0,3,c,a60032o0314,03073,03a60032o0314c
0,2,o,a57907o0432,32049,02a57907o0432o
0,1,o,a59503o0370,01540,01a59503o0370o
0,4,c,a59995o0390,00840,04a59995o0390c
0,4,o,a60022o0719,04674,04a60022o0719o
0,1,c,a59850o0410,02177,01a59850o0410c
0,3,o,a59988o0756,01422,03a59988o0756o
0,4,o,a59989o0422,02776,04a59989o0422o
0,2,o,a60023o0791,04215,02a60023o0791o
0,1,o,a59015o0744,04629,01a59015o0744o
0,4,o,a59911o0408,05845,04a59911o0408o
0,2,o,a60022o0507,02167,02a60022o0507o
0,4,o,a59977o0211,01449,04a59977o0211o
0,4,o,a59911o0401,03241,04a59911o0401o
0,2,o,a60024o0473,02212,02a60024o0473o
0,1,o,a59880o0461,01600,01a59880o0461o
0,1,o,a59346o0185,04498,01a59346o0185o
0,2,c,a59223o0483,02105,02a59223o0483c
0,2,o,a57466o0533,04193,02a57466o0533o
0,3,c,a60025o0630,00874,03a60025o0630c
0,1,o,a59594o0491,00065,01a59594o0491o
0,4,c,a59939o0208,03114,04a59939o0208c
0,1,c,a59899o0289,02075,01a59899o0289c
0,2,c,a59082o0601,00409,02a59082o0601c
0,2,o,a60026o0265,00467,02a60026o0265o
0,1,o,a59597o0399,02823,01a59597o0399o
0,2,c,a59880o0052,00234,02a59880o0052c
0,3,o,a60020o0364,00070,03a60020o0364o
0,2,c,a59223o0121,00589,02a59223o0121c
0,1,o,a59618o0753,00210,01a59618o0753o
0,4,o,a59955o0152,01022,04a59955o0152o
0,2,o,a60029o0575,00613,02a60029o0575o
0,4,o,a59899o0176,02813,04a59899o0176o
0,1,o,a59084o0525,03665,01a59084o0525o
0,3,o,a60033o0366,01948,03a60033o0366o
0,3,c,a59965o0671,02625,03a59965o0671c
0,2,o,a59607o0239,01647,02a59607o0239o
0,4,o,a59887o0391,01429,04a59887o0391o
0,3,c,a60023o0586,05660,03a60023o0586c
0,1,o,a59875o0059,02866,01a59875o0059o
0,3,o,a60031o0128,09094,03a60031o0128o
0,1,o,a59871o0508,00534,01a59871o0508o
0,1,o,a59015o0497,29004,01a59015o0497o
0,2,o,a59222o1012,01500,02a59222o1012o
0,4,o,a59919o0179,01937,04a59919o0179o
0,2,c,a59876o0580,00864,02a59876o0580c
0,4,c,a59989o0288,06019,04a59989o0288c
0,1,o,a59862o0286,00681,01a59862o0286o
0,1,o,a59875o0521,03051,01a59875o0521o
0,3,o,a60005o0764,00281,03a60005o0764o
0,1,o,a59346o0185,03629,01a59346o0185o
0,1,o,a59880o0461,02541,01a59880o0461o
0,2,c,a59880o0148,00224,02a59880o0148c
0,2,c,a59876o0568,01410,02a59876o0568c
0,1,o,a59014o0395,03784,01a59014o0395o
0,1,c,a59850o0757,02299,01a59850o0757c
0,3,c,a59849o0812,00049,03a59849o0812c
0,1,o,a58797o0241,01973,01a58797o0241o
0,3,o,a59988o0117,04156,03a59988o0117o
0,4,o,a60037o0645,04024,04a60037o0645o
0,2,c,a59821o0781,04778,02a59821o0781c
0,2,o,a60028o0658,02198,02a60028o0658o
0,4,o,a59622o0605,04046,04a59622o0605o
0,4,c,a60058o0769,03039,04a60058o0769c
0,3,o,a60005o0764,02330,03a60005o0764o
0,3,c,a60025o0605,00838,03a60025o0605c
0,2,o,a60028o0651,02793,02a60028o0651o
0,2,o,a59478o0373,03542,02a59478o0373o
0,1,o,a59020o0659,00492,01a59020o0659o
0,2,o,a59914o0683,04996,02a59914o0683o
0,2,o,a59885o0293,03363,02a59885o0293o
0,3,c,a60032o0182,00207,03a60032o0182c
0,4,c,a59871o0261,03859,04a59871o0261c
0,4,c,a59939o0075,02905,04a59939o0075c
0,1,o,a59876o0593,00701,01a59876o0593o
0,3,o,a60016o0442,00092,03a60016o0442o
0,4,c,a59813o0399,03237,04a59813o0399c
0,2,o,a60021o0643,03796,02a60021o0643o
0,2,o,a60071o0407,02526,02a60071o0407o
0,2,o,a59895o0074,03373,02a59895o0074o
0,1,o,a59098o0612,02432,01a59098o0612o
0,2,o,a60029o0470,02058,02a60029o0470o
0,2,o,a59869o0625,01866,02a59869o0625o
0,3,o,a59977o0556,01730,03a59977o0556o
0,1,o,a59838o0505,02103,01a59838o0505o
0,2,o,a60029o0470,02510,02a60029o0470o
0,3,c,a59849o0716,01493,03a59849o0716c
0,3,c,a59906o0234,00162,03a59906o0234c
0,3,o,a59933o0559,04333,03a59933o0559o
0,4,c,a59927o0068,02689,04a59927o0068c
0,2,o,a60022o0845,04137,02a60022o0845o
0,1,o,a59880o0461,02250,01a59880o0461o
0,4,o,a59679o0560,03979,04a59679o0560o
0,1,o,a59875o0487,00944,01a59875o0487o
0,2,o,a60085o0114,00597,02a60085o0114o
0,2,o,a59913o0475,04679,02a59913o0475o
0,1,o,a59040o0154,02587,01a59040o0154o
0,1,o,a59870o0051,00536,01a59870o0051o
0,2,c,a59222o0711,06788,02a59222o0711c
0,2,c,a59876o0580,02683,02a59876o0580c
0,2,o,a59487o0740,00893,02a59487o0740o
0,3,o,a60021o0840,00912,03a60021o0840o
0,2,o,a59609o0407,04042,02a59609o0407o
0,2,o,a59914o0683,04497,02a59914o0683o
0,4,c,a59875o0265,01566,04a59875o0265c
0,3,o,a60031o0128,08896,03a60031o0128o
0,3,c,a60032o0400,03023,03a60032o0400c
0,1,o,a59872o0357,02800,01a59872o0357o
0,2,o,a59885o0518,00642,02a59885o0518o
0,2,c,a59876o0536,03283,02a59876o0536c
0,2,o,a60020o0755,02557,02a60020o0755o
0,3,o,a60004o0805,00278,03a60004o0805o
0,2,o,a60029o0575,02306,02a60029o0575o
0,4,o,a60037o0656,06949,04a60037o0656o
0,1,c,a59854o0548,00531,01a59854o0548c
0,1,o,a59411o0110,04044,01a59411o0110o
0,2,o,a60085o0114,00595,02a60085o0114o
0,1,o,a59588o0729,01661,01a59588o0729o
0,1,o,a59020o0659,03460,01a59020o0659o
0,1,o,a59876o0516,03073,01a59876o0516o
0,4,c,a59996o0676,06040,04a59996o0676c
0,3,c,a59851o0078,29330,03a59851o0078c
0,2,c,a59884o0625,01793,02a59884o0625c
0,2,c,a57489o0053,12604,02a57489o0053c
0,1,o,a59875o0092,02256,01a59875o0092o
0,3,c,a60031o0630,10784,03a60031o0630c
0,2,o,a59519o0866,03894,02a59519o0866o
0,4,c,a59879o0285,02469,04a59879o0285c
0,4,o,a60012o0481,04927,04a60012o0481o
0,3,o,a60004o0805,02121,03a60004o0805o
0,1,o,a59521o0546,00830,01a59521o0546o
0,2,o,a60059o0301,01801,02a60059o0301o
0,3,c,a60032o0411,02744,03a60032o0411c
0,2,o,a60029o0575,02641,02a60029o0575o
0,2,o,a59869o0500,01639,02a59869o0500o
0,3,o,a59893o0294,01336,03a59893o0294o
0,2,c,a59885o0599,01701,02a59885o0599c
0,1,o,a59034o0334,03015,01a59034o0334o
0,3,c,a60022o0310,11652,03a60022o0310c
0,4,o,a60037o0656,12051,04a60037o0656o
0,1,o,a59589o0953,01086,01a59589o0953o
0,2,o,a59902o0604,02393,02a59902o0604o
0,4,o,a60067o0593,03787,04a60067o0593o
0,2,c,a59882o0623,02308,02a59882o0623c
0,3,c,a60032o0201,00977,03a60032o0201c
0,3,c,a59849o0716,01495,03a59849o0716c
0,2,o,a59884o0484,02747,02a59884o0484o
0,2,o,a59546o0259,02608,02a59546o0259o
0,3,c,a60022o0352,08227,03a60022o0352c
0,2,o,a59095o0617,01695,02a59095o0617o
0,1,o,a59145o0606,05181,01a59145o0606o
0,3,o,a59988o0117,06155,03a59988o0117o
0,1,o,a59534o0947,03828,01a59534o0947o
0,2,o,a59546o0259,01890,02a59546o0259o
0,3,c,a60031o0613,10786,03a60031o0613c
0,2,c,a59880o0148,00373,02a59880o0148c
0,2,o,a59543o0531,02667,02a59543o0531o
0,4,c,a59995o0390,02800,04a59995o0390c
0,1,o,a59875o0481,01348,01a59875o0481o
0,3,c,a60033o0627,02553,03a60033o0627c
0,1,o,a59028o0719,02932,01a59028o0719o
0,2,o,a59917o0425,04088,02a59917o0425o
0,1,c,a59855o0500,02041,01a59855o0500c
0,2,o,a60022o0583,03885,02a60022o0583o
0,3,c,a60025o0623,02560,03a60025o0623c
0,4,o,a59598o0563,06649,04a59598o0563o
0,3,o,a60020o0425,00779,03a60020o0425o
0,2,o,a59841o0822,03374,02a59841o0822o
0,2,o,a57523o0061,03010,02a57523o0061o
0,2,o,a57475o0054,10493,02a57475o0054o
0,2,c,a59876o0741,00502,02a59876o0741c
0,3,c,a59906o0234,00001,03a59906o0234c
0,1,o,a59040o0130,02849,01a59040o0130o
0,3,o,a60012o0727,02179,03a60012o0727o
0,1,o,a59020o0743,02969,01a59020o0743o
0,2,o,a59884o0484,03336,02a59884o0484o
0,4,c,a59927o0068,03328,04a59927o0068c
0,4,o,a60011o0562,01234,04a60011o0562o
0,3,o,a60031o0119,05657,03a60031o0119o
0,4,o,a59899o0176,02890,04a59899o0176o
0,3,c,a59897o0231,01806,03a59897o0231c
0,4,o,a59915o0677,01085,04a59915o0677o
0,2,o,a58679o0741,00060,02a58679o0741o
0,1,o,a59618o0753,01470,01a59618o0753o
0,3,c,a60025o0634,01426,03a60025o0634c
0,1,o,a59875o0481,00317,01a59875o0481o
0,2,o,a59914o0559,02390,02a59914o0559o
0,2,o,a60067o0381,00683,02a60067o0381o
0,4,o,a59947o0470,01743,04a59947o0470o
0,1,o,a59875o0390,00655,01a59875o0390o
0,3,o,a60004o0812,03450,03a60004o0812o
0,2,c,a57489o0053,15734,02a57489o0053c
0,2,o,a59420o0758,03419,02a59420o0758o
0,1,o,a59145o0606,04667,01a59145o0606o
0,4,c,a59879o0285,01447,04a59879o0285c
0,3,c,a59897o0231,00746,03a59897o0231c
0,2,c,a59769o0635,02900,02a59769o0635c
0,4,c,a59990o0317,01130,04a59990o0317c
0,1,o,a59612o0937,01266,01a59612o0937o
0,2,c,a59754o0164,01028,02a59754o0164c
0,4,o,a59619o0536,01523,04a59619o0536o
0,2,o,a59873o0258,07294,02a59873o0258o
0,3,c,a59965o0671,01584,03a59965o0671c
0,3,o,a59988o0282,04893,03a59988o0282o
0,2,c,a59869o0418,01895,02a59869o0418c
0,2,o,a59087o0260,03137,02a59087o0260o
0,2,c,a60059o0444,03305,02a60059o0444c
0,4,o,a59887o0391,01324,04a59887o0391o
0,2,o,a59624o0464,02821,02a59624o0464o
0,4,o,a60006o0845,01816,04a60006o0845o
0,2,o,a59841o0822,02505,02a59841o0822o
0,1,c,a59850o0757,02297,01a59850o0757c
0,1,c,a59850o0410,02178,01a59850o0410c
0,1,o,a59876o0533,03227,01a59876o0533o
0,3,o,a60031o0201,09195,03a60031o0201o
0,1,o,a59015o0527,08955,01a59015o0527o
0,3,o,a60005o0764,02329,03a60005o0764o
0,1,o,a59214o0955,02302,01a59214o0955o
0,3,o,a59988o0282,02820,03a59988o0282o
0,4,c,a59939o0304,08570,04a59939o0304c
0,3,c,a60022o0366,08715,03a60022o0366c
0,2,o,a59884o0298,02621,02a59884o0298o
0,1,o,a59088o0056,01172,01a59088o0056o
0,3,c,a60022o0352,08226,03a60022o0352c
0,2,o,a59914o0640,09221,02a59914o0640o
0,1,o,a59015o0744,04628,01a59015o0744o
0,4,c,a59939o0208,03504,04a59939o0208c
0,2,o,a59541o0093,02417,02a59541o0093o
0,3,o,a59843o0649,04541,03a59843o0649o
0,2,c,a59222o0711,06789,02a59222o0711c
0,2,o,a60027o0409,00728,02a60027o0409o
0,3,o,a60031o0119,03413,03a60031o0119o
0,1,o,a59876o0369,02448,01a59876o0369o
0,2,o,a59487o0740,04043,02a59487o0740o
0,1,o,a59015o0497,08208,01a59015o0497o
0,2,o,a59898o0199,01303,02a59898o0199o
0,2,o,a59543o0531,05881,02a59543o0531o
0,1,o,a59002o0481,00892,01a59002o0481o
0,2,c,a59223o0121,00969,02a59223o0121c
0,1,o,a59859o0363,01663,01a59859o0363o
0,2,o,a59868o0435,02072,02a59868o0435o
0,2,o,a60021o0650,03438,02a60021o0650o
0,2,o,a60024o0469,01637,02a60024o0469o
0,1,c,a59367o0268,05637,01a59367o0268c
0,4,o,a59833o0052,05865,04a59833o0052o
0,4,o,a59979o0251,01900,04a59979o0251o
0,1,o,a59014o0370,03658,01a59014o0370o
0,2,o,a59519o0866,03111,02a59519o0866o
0,2,o,a57532o0171,04317,02a57532o0171o
0,3,o,a59977o0556,01387,03a59977o0556o
0,3,c,a60032o0182,03042,03a60032o0182c
0,1,o,a59545o0108,27060,01a59545o0108o
0,2,c,a59082o0635,00114,02a59082o0635c
0,1,o,a59871o0503,00496,01a59871o0503o
0,3,o,a60031o0170,05108,03a60031o0170o
0,2,c,a57489o0053,15727,02a57489o0053c
0,4,c,a60000o0781,12501,04a60000o0781c
0,3,c,a60025o0634,02318,03a60025o0634c
0,2,o,a60029o0538,03077,02a60029o0538o
0,4,o,a60019o0785,32423,04a60019o0785o
0,1,o,a59752o0435,01452,01a59752o0435o
0,4,o,a59955o0159,00264,04a59955o0159o
0,1,c,a59854o0548,02664,01a59854o0548c
0,2,c,a59223o0483,02106,02a59223o0483c
0,1,o,a59545o0108,27058,01a59545o0108o
0,1,c,a59850o0340,01381,01a59850o0340c
0,4,o,a59619o0536,01524,04a59619o0536o
0,2,o,a59487o0740,05748,02a59487o0740o
0,1,c,a59380o0136,01183,01a59380o0136c
0,2,c,a59870o0487,03270,02a59870o0487c
0,2,o,a59914o0559,01011,02a59914o0559o
0,4,o,a59947o0612,01142,04a59947o0612o
0,4,c,a59939o0118,00500,04a59939o0118c
0,1,o,a59876o0533,03229,01a59876o0533o
0,3,c,a60032o0314,02794,03a60032o0314c
0,2,c,a60057o0516,02891,02a60057o0516c
0,1,o,a59119o0037,13088,01a59119o0037o
0,1,o,a59618o0753,01282,01a59618o0753o
0,2,o,a60034o0594,02606,02a60034o0594o
0,1,o,a59876o0593,00437,01a59876o0593o
0,2,o,a59885o0518,02781,02a59885o0518o
0,1,o,a59880o0461,03263,01a59880o0461o
0,2,o,a59896o0281,00568,02a59896o0281o
0,4,c,a59879o0276,00225,04a59879o0276c
0,3,c,a60033o0650,01151,03a60033o0650c
0,4,c,a59989o0288,06020,04a59989o0288c
0,2,c,a59869o0418,02923,02a59869o0418c
0,2,c,a60057o0512,02806,02a60057o0512c
0,4,o,a59947o0612,00028,04a59947o0612o
0,2,o,a59420o0758,03418,02a59420o0758o
0,1,c,a59195o0343,00312,01a59195o0343c
0,2,c,a59665o0232,03549,02a59665o0232c
0,1,o,a59084o0557,02217,01a59084o0557o
0,1,o,a59584o0171,00509,01a59584o0171o
0,3,c,a60022o0354,06485,03a60022o0354c
0,4,o,a59975o0405,01713,04a59975o0405o
0,1,o,a59028o0719,03832,01a59028o0719o
0,2,c,a59518o0627,00206,02a59518o0627c
0,3,o,a60004o0856,02285,03a60004o0856o
0,1,o,a59859o0363,01664,01a59859o0363o
0,1,o,a59872o0438,03300,01a59872o0438o
0,1,o,a59875o0499,02708,01a59875o0499o
0,4,c,a60058o0769,08716,04a60058o0769c
0,1,o,a59020o0743,00894,01a59020o0743o
0,3,o,a60033o0366,02787,03a60033o0366o
0,4,c,a59881o0617,03543,04a59881o0617c
0,2,c,a59824o0771,03234,02a59824o0771c
0,3,c,a59851o0078,07336,03a59851o0078c
0,3,c,a60026o0298,06602,03a60026o0298c
0,4,o,a59975o0405,02780,04a59975o0405o
0,1,o,a59529o0861,00472,01a59529o0861o
0,2,o,a59917o0425,06749,02a59917o0425o
0,1,o,a59011o0632,01867,01a59011o0632o
0,1,o,a59610o0531,03153,01a59610o0531o
0,1,o,a59030o0415,04417,01a59030o0415o
0,3,o,a59873o0293,03098,03a59873o0293o
0,3,o,a60034o0203,07911,03a60034o0203o
0,1,o,a59875o0092,02255,01a59875o0092o
0,2,c,a59870o0128,04565,02a59870o0128c
0,2,o,a59884o0484,03859,02a59884o0484o
0,3,o,a60013o0776,03616,03a60013o0776o
0,3,o,a59873o0293,03216,03a59873o0293o
0,2,c,a59870o0487,02083,02a59870o0487c
0,3,o,a59999o0481,08587,03a59999o0481o
0,2,o,a60029o0581,00502,02a60029o0581o
0,3,o,a59893o0062,03831,03a59893o0062o
0,4,o,a59947o0612,02865,04a59947o0612o
0,2,o,a59478o0364,01510,02a59478o0364o
0,1,c,a59900o0426,01367,01a59900o0426c
0,2,c,a59868o0366,01754,02a59868o0366c
0,2,o,a59896o0281,01228,02a59896o0281o
0,3,c,a59906o0234,00801,03a59906o0234c
0,1,o,a59826o0917,01001,01a59826o0917o
0,2,c,a59462o0296,03602,02a59462o0296c
0,1,o,a59810o0484,02882,01a59810o0484o
0,3,o,a59989o0597,00481,03a59989o0597o
0,2,o,a60017o0328,01389,02a60017o0328o
0,1,o,a59614o0048,00869,01a59614o0048o
0,4,o,a59897o0330,02211,04a59897o0330o
0,2,o,a59420o0758,03417,02a59420o0758o
0,2,o,a59514o0627,03597,02a59514o0627o
0,4,o,a59947o0612,00519,04a59947o0612o
0,3,o,a59994o0203,06637,03a59994o0203o
0,2,o,a59898o0212,01797,02a59898o0212o
0,3,o,a60044o0508,00756,03a60044o0508o
0,2,o,a59884o0298,02067,02a59884o0298o
0,2,c,a59882o0623,00854,02a59882o0623c
0,1,o,a59545o0108,27059,01a59545o0108o
0,2,c,a60059o0444,03306,02a60059o0444c
0,1,o,a59592o0812,01266,01a59592o0812o
0,1,o,a59346o0185,03926,01a59346o0185o
0,2,o,a59478o0373,03964,02a59478o0373o
0,2,c,a57489o0053,08849,02a57489o0053c
0,4,o,a59809o0749,02614,04a59809o0749o
0,1,o,a59859o0363,01200,01a59859o0363o
0,2,o,a59319o0135,04799,02a59319o0135o
0,2,c,a59289o0105,08513,02a59289o0105c
0,2,c,a59223o0121,00199,02a59223o0121c
0,4,c,a60001o0253,01482,04a60001o0253c
0,3,c,a60025o0630,03019,03a60025o0630c
0,2,c,a59880o0217,01956,02a59880o0217c
0,3,o,a60012o0727,02178,03a60012o0727o
0,2,o,a60009o0625,03615,02a60009o0625o
0,3,c,a59904o0391,02872,03a59904o0391c
0,2,o,a60067o0376,01179,02a60067o0376o
0,2,o,a60021o0546,03784,02a60021o0546o
0,1,o,a59015o0527,13102,01a59015o0527o
0,2,c,a59881o0592,10952,02a59881o0592c
0,3,c,a60031o0598,11778,03a60031o0598c
0,2,o,a60085o0114,02022,02a60085o0114o
0,3,c,a60033o0660,00378,03a60033o0660c
0,2,o,a57948o0243,14434,02a57948o0243o
0,2,o,a57414o0749,01146,02a57414o0749o
0,3,o,a59873o0293,05795,03a59873o0293o
0,1,o,a59871o0503,02538,01a59871o0503o
0,2,c,a59251o0430,03339,02a59251o0430c
0,3,c,a59849o0812,02269,03a59849o0812c
0,2,o,a59917o0255,02430,02a59917o0255o
0,2,c,a59884o0506,02738,02a59884o0506c
0,1,o,a59011o0624,01957,01a59011o0624o
0,1,c,a59900o0426,00034,01a59900o0426c
0,3,c,a60026o0298,06601,03a60026o0298c
0,4,c,a59875o0265,00977,04a59875o0265c
0,1,o,a59084o0525,03711,01a59084o0525o
0,4,o,a60034o0739,00646,04a60034o0739o
0,2,o,a59543o0545,00733,02a59543o0545o
0,1,c,a59850o0410,01708,01a59850o0410c
0,1,o,a59006o0401,00946,01a59006o0401o
0,2,o,a60028o0598,00528,02a60028o0598o
0,2,c,a59882o0415,01010,02a59882o0415c
0,3,c,a60031o0552,11300,03a60031o0552c
0,2,o,a60067o0438,00556,02a60067o0438o
0,2,o,a59913o0475,10198,02a59913o0475o
0,3,c,a59965o0498,00892,03a59965o0498c
0,1,o,a59610o0542,01603,01a59610o0542o
0,3,c,a60016o0197,07090,03a60016o0197c
0,3,o,a59987o0475,04756,03a59987o0475o
0,2,c,a59868o0366,01063,02a59868o0366c
0,1,o,a59838o0505,00468,01a59838o0505o
0,4,o,a59887o0391,01002,04a59887o0391o
0,3,o,a60031o0201,09193,03a60031o0201o
0,3,c,a60032o0182,00209,03a60032o0182c
0,2,o,a59039o0700,03583,02a59039o0700o
0,4,o,a59633o0460,05286,04a59633o0460o
0,3,c,a60032o0182,00005,03a60032o0182c
0,1,o,a59870o0034,01075,01a59870o0034o
0,2,c,a59880o0031,04530,02a59880o0031c
0,1,o,a59875o0487,02802,01a59875o0487o
0,2,o,a59543o0545,00731,02a59543o0545o
0,2,o,a59892o0446,01949,02a59892o0446o
0,1,o,a59040o0154,01376,01a59040o0154o
0,1,o,a59862o0286,00815,01a59862o0286o
0,1,o,a59040o0154,02589,01a59040o0154o
0,3,o,a60034o0277,06479,03a60034o0277o
0,2,o,a60020o0755,03018,02a60020o0755o
0,3,c,a60033o0660,01339,03a60033o0660c
0,4,c,a59883o0528,03146,04a59883o0528c
0,2,o,a59246o0740,01644,02a59246o0740o
0,3,c,a60033o0654,01189,03a60033o0654c
0,1,o,a59810o0229,00973,01a59810o0229o
0,1,o,a59838o0505,02106,01a59838o0505o
0,1,o,a59875o0390,02488,01a59875o0390o
0,3,c,a60025o0702,01624,03a60025o0702c
0,1,c,a59855o0500,00229,01a59855o0500c
0,4,c,a59941o0326,04599,04a59941o0326c
0,3,o,a60004o0805,02593,03a60004o0805o
0,2,o,a57907o0432,08938,02a57907o0432o
0,1,o,a59875o0481,00059,01a59875o0481o
0,2,o,a59909o0476,02790,02a59909o0476o
0,3,c,a60025o0630,03018,03a60025o0630c
0,3,c,a59849o0812,01590,03a59849o0812c
0,2,c,a59457o0318,02806,02a59457o0318c
0,1,o,a59871o0185,00247,01a59871o0185o
0,4,c,a59879o0221,00627,04a59879o0221c
0,1,o,a59870o0024,00817,01a59870o0024o
0,4,c,a59878o0626,01733,04a59878o0626c
0,2,c,a59457o0318,01617,02a59457o0318c
0,2,o,a59606o0758,02480,02a59606o0758o
0,2,o,a59222o0997,00466,02a59222o0997o
0,2,o,a59873o0265,08913,02a59873o0265o
0,3,o,a60031o0154,02993,03a60031o0154o
0,1,o,a59871o0508,04350,01a59871o0508o
0,3,c,a60033o0627,02690,03a60033o0627c
0,4,o,a60012o0481,04926,04a60012o0481o
0,1,o,a59876o0593,03063,01a59876o0593o
0,3,c,a59899o0265,00435,03a59899o0265c
0,1,o,a59871o0503,02893,01a59871o0503o
0,1,o,a59592o0236,01724,01a59592o0236o
0,2,o,a59429o0348,01666,02a59429o0348o
0,4,o,a59833o0052,05864,04a59833o0052o
0,4,c,a59877o0497,01013,04a59877o0497c
0,3,o,a59988o0117,07615,03a59988o0117o
0,2,o,a57466o0509,00808,02a57466o0509o
0,2,o,a59927o0476,01253,02a59927o0476o
0,2,c,a59872o0386,02937,02a59872o0386c
0,2,c,a59142o0881,03333,02a59142o0881c
0,1,o,a59412o0424,03250,01a59412o0424o
0,2,o,a59543o0545,05492,02a59543o0545o
0,3,c,a59851o0078,24801,03a59851o0078c
0,4,o,a59679o0560,00536,04a59679o0560o
0,2,o,a59896o0281,00931,02a59896o0281o
0,2,o,a59625o0510,01281,02a59625o0510o
0,1,o,a59084o0557,01697,01a59084o0557o
0,1,o,a59292o0124,03861,01a59292o0124o
0,2,o,a59917o0425,03305,02a59917o0425o
0,4,o,a59975o0405,00326,04a59975o0405o
0,1,o,a59880o0461,01319,01a59880o0461o
0,2,o,a59868o0435,02002,02a59868o0435o
0,4,c,a59871o0261,00622,04a59871o0261c
0,2,o,a59913o0475,01802,02a59913o0475o
0,1,o,a59145o0606,05549,01a59145o0606o
0,1,o,a59597o0265,00467,01a59597o0265o
0,4,c,a59881o0605,03200,04a59881o0605c
0,1,o,a59040o0130,02848,01a59040o0130o
0,3,o,a60021o0902,00971,03a60021o0902o
0,3,o,a59987o0475,04755,03a59987o0475o
0,3,c,a60025o0605,00953,03a60025o0605c
0,4,o,a60018o0847,04924,04a60018o0847o
0,2,o,a60028o0658,02199,02a60028o0658o
0,3,c,a60025o0634,01455,03a60025o0634c
0,3,c,a60026o0569,02557,03a60026o0569c
0,4,c,a59813o0399,04278,04a59813o0399c
0,1,c,a59380o0136,00914,01a59380o0136c
0,1,o,a59875o0521,02629,01a59875o0521o
0,4,o,a59979o0251,02496,04a59979o0251o
0,1,o,a59028o0719,05092,01a59028o0719o
0,3,c,a59849o0812,01589,03a59849o0812c
0,1,o,a59746o0437,01414,01a59746o0437o
0,3,o,a59893o0062,02018,03a59893o0062o
0,3,o,a60036o0224,09260,03a60036o0224o
0,3,c,a60033o0627,02689,03a60033o0627c
0,3,c,a60033o0660,01340,03a60033o0660c
0,1,o,a59870o0024,02225,01a59870o0024o
0,1,o,a59607o0857,02736,01a59607o0857o
0,2,o,a59087o0260,06991,02a59087o0260o
0,3,c,a60022o0352,01435,03a60022o0352c
0,3,o,a60064o0692,04739,03a60064o0692o
0,1,o,a59503o0370,01539,01a59503o0370o
0,2,o,a59222o0997,01810,02a59222o0997o
0,1,o,a59084o0525,02185,01a59084o0525o
0,2,o,a59246o0740,00555,02a59246o0740o
0,4,o,a59903o0554,06735,04a59903o0554o
0,2,o,a59914o0683,02340,02a59914o0683o
0,3,o,a60016o0449,00807,03a60016o0449o
0,4,o,a59911o0408,06852,04a59911o0408o
0,3,c,a60033o0650,01150,03a60033o0650c
0,4,o,a60034o0739,00560,04a60034o0739o
0,4,o,a59989o0422,02723,04a59989o0422o
0,1,o,a59011o0624,09412,01a59011o0624o
0,1,c,a59367o0268,03703,01a59367o0268c
0,1,c,a59853o0388,04541,01a59853o0388c
0,1,o,a59084o0525,03615,01a59084o0525o
0,4,o,a59622o0605,03265,04a59622o0605o
0,4,c,a59993o0034,03732,04a59993o0034c
0,1,o,a59752o0435,01453,01a59752o0435o
0,3,o,a60064o0692,04740,03a60064o0692o
0,2,o,a57466o0533,04191,02a57466o0533o
0,2,c,a59133o0359,02166,02a59133o0359c
0,1,o,a59875o0499,02973,01a59875o0499o
0,2,o,a59914o0683,09488,02a59914o0683o
0,1,o,a59614o0133,01851,01a59614o0133o
0,3,c,a60022o0310,01966,03a60022o0310c
0,2,c,a59876o0741,00167,02a59876o0741c
0,1,o,a59870o0074,01087,01a59870o0074o
0,4,o,a59809o0749,03041,04a59809o0749o
0,2,o,a59917o0425,03713,02a59917o0425o
0,2,o,a59543o0545,05490,02a59543o0545o
0,1,o,a59015o0497,32304,01a59015o0497o
0,4,o,a59899o0176,00910,04a59899o0176o
0,4,c,a59941o0326,04600,04a59941o0326c
0,2,o,a59896o0281,00761,02a59896o0281o
0,1,o,a59245o0087,04294,01a59245o0087o
0,1,o,a59028o0719,07901,01a59028o0719o
0,3,c,a60032o0182,00006,03a60032o0182c
0,2,o,a60022o0583,03037,02a60022o0583o
0,4,c,a59879o0285,03071,04a59879o0285c
0,4,c,a60050o0615,04198,04a60050o0615c
0,1,c,a59853o0388,18150,01a59853o0388c
0,3,o,a60016o0442,00237,03a60016o0442o
0,4,o,a60012o0481,04925,04a60012o0481o
0,1,o,a59011o0722,01719,01a59011o0722o
0,3,c,a60030o0270,03158,03a60030o0270c
0,3,c,a59968o0412,03684,03a59968o0412c
0,2,o,a60020o0765,03070,02a60020o0765o
